SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,GAME_ID,MATCHUP,HOME_TEAM,HOME_PTS,AWAY_TEAM,AWAY_PTS,WL,PTS,FG_PCT,FG3_PCT,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF
12019,1610612745,HOU,0011900132,HOU vs. BOS,HOU,137,BOS,137,W,137,0.462,0.404,0.909,8,40,48,26,11,3,18,27
12019,1610612745,HOU,0011900122,HOU @ MEM,MEM,104,HOU,119,W,119,0.427,0.431,0.808,9,39,48,25,11,3,20,31
12019,1610612745,HOU,0011900111,HOU @ TOR,TOR,94,HOU,83,L,83,0.377,0.292,0.917,10,28,38,18,9,1,20,23
22019,1610612745,HOU,0021900963,HOU vs. MIN,HOU,117,MIN,111,W,117,0.513,0.395,0.769,5,28,33,24,9,5,16,20
22019,1610612745,HOU,0021900953,HOU vs. ORL,HOU,106,ORL,126,L,106,0.443,0.281,0.76,11,27,38,21,10,7,18,23
22019,1610612745,HOU,0021900940,HOU @ CHA,CHA,108,HOU,99,L,99,0.461,0.333,0.7,13,29,42,22,9,3,20,25
22019,1610612745,HOU,0021900927,HOU vs. LAC,HOU,105,LAC,120,L,105,0.361,0.167,0.778,15,36,51,19,6,5,10,25
22019,1610612745,HOU,0021900903,HOU @ NYK,NYK,125,HOU,123,L,123,0.415,0.357,0.926,8,26,34,25,11,5,12,20
22019,1610612745,HOU,0021900892,HOU @ BOS,BOS,111,HOU,111,W,111,0.418,0.273,0.778,12,41,53,17,10,8,16,20
22019,1610612745,HOU,0021900870,HOU vs. MEM,HOU,140,MEM,112,W,140,0.559,0.46,0.867,9,35,44,22,8,7,18,25
22019,1610612745,HOU,0021900853,HOU vs. NYK,HOU,123,NYK,112,W,123,0.5,0.333,0.677,5,33,38,20,11,7,13,22
22019,1610612745,HOU,0021900841,HOU @ UTA,UTA,110,HOU,120,W,120,0.489,0.417,0.714,6,36,42,20,9,5,10,25
22019,1610612745,HOU,0021900825,HOU @ GSW,GSW,135,HOU,135,W,135,0.529,0.51,0.909,8,28,36,31,14,7,15,15
22019,1610612745,HOU,0021900806,HOU vs. BOS,HOU,116,BOS,116,W,116,0.429,0.289,0.881,5,40,45,17,9,6,14,21
22019,1610612745,HOU,0021900790,HOU vs. UTA,HOU,113,UTA,114,L,113,0.463,0.357,0.714,7,29,36,20,10,5,6,19
22019,1610612745,HOU,0021900774,HOU @ PHX,PHX,127,HOU,91,L,91,0.341,0.229,0.846,8,21,29,16,8,5,15,21
22019,1610612745,HOU,0021900768,HOU @ LAL,LAL,111,HOU,121,W,121,0.506,0.452,0.889,6,31,37,20,8,4,16,22
22019,1610612745,HOU,0021900752,HOU vs. CHA,HOU,125,CHA,110,W,125,0.443,0.333,0.826,7,34,41,25,11,5,4,19
22019,1610612745,HOU,0021900738,HOU vs. NOP,HOU,117,NOP,117,W,117,0.39,0.314,0.864,11,32,43,22,14,3,7,18
22019,1610612745,HOU,0021900722,HOU vs. DAL,HOU,128,DAL,128,W,128,0.459,0.467,0.85,7,30,37,25,11,5,6,20
22019,1610612745,HOU,0021900712,HOU @ POR,POR,125,HOU,112,L,112,0.426,0.362,0.833,9,30,39,21,8,5,15,23
22019,1610612745,HOU,0021900698,HOU @ UTA,UTA,117,HOU,126,W,126,0.469,0.375,0.714,6,34,40,14,11,4,15,25
22019,1610612745,HOU,0021900685,HOU @ DEN,DEN,110,HOU,110,L,110,0.455,0.333,0.704,15,29,44,19,6,7,16,21
22019,1610612745,HOU,0021900675,HOU @ MIN,MIN,124,HOU,131,W,131,0.516,0.344,0.839,5,30,35,24,11,9,11,18
22019,1610612745,HOU,0021900662,HOU vs. DEN,HOU,121,DEN,121,W,121,0.472,0.448,0.857,18,35,53,26,10,7,17,16
22019,1610612745,HOU,0021900645,HOU vs. OKC,HOU,107,OKC,112,L,107,0.443,0.2,0.706,9,34,43,21,6,7,11,23
22019,1610612745,HOU,0021900633,HOU vs. LAL,HOU,115,LAL,124,L,115,0.444,0.324,0.793,11,35,46,20,8,4,20,26
22019,1610612745,HOU,0021900611,HOU vs. POR,HOU,107,POR,117,L,107,0.396,0.327,0.652,12,38,50,24,4,4,12,22
22019,1610612745,HOU,0021900600,HOU @ MEM,MEM,121,HOU,110,L,110,0.43,0.311,0.917,9,32,41,18,4,2,15,23
22019,1610612745,HOU,0021900577,HOU vs. MIN,HOU,139,MIN,109,W,139,0.516,0.4,0.793,12,46,58,29,9,6,18,24
22019,1610612745,HOU,0021900566,HOU @ OKC,OKC,113,HOU,92,L,92,0.382,0.275,0.929,8,31,39,16,4,3,14,21
22019,1610612745,HOU,0021900558,HOU @ ATL,ATL,122,HOU,122,W,122,0.424,0.289,0.756,16,43,59,22,7,7,13,21
22019,1610612745,HOU,0021900520,HOU vs. PHI,HOU,118,PHI,108,W,118,0.477,0.375,0.75,8,38,46,22,6,3,11,24
22019,1610612745,HOU,0021900501,HOU vs. DEN,HOU,130,DEN,130,W,130,0.529,0.471,0.71,13,30,43,20,6,7,15,17
22019,1610612745,HOU,0021900488,HOU @ NOP,NOP,112,HOU,112,L,112,0.519,0.385,0.65,8,33,41,29,5,3,17,16
22019,1610612745,HOU,0021900478,HOU vs. BKN,HOU,108,BKN,98,W,108,0.436,0.31,0.438,16,38,54,16,7,6,14,15
22019,1610612745,HOU,0021900457,HOU @ GSW,GSW,104,HOU,104,L,104,0.37,0.314,0.875,14,35,49,19,8,3,12,25
22019,1610612745,HOU,0021900453,HOU @ SAC,SAC,104,HOU,113,W,113,0.448,0.385,0.87,6,33,39,18,10,3,11,22
22019,1610612745,HOU,0021900437,HOU @ PHX,PHX,125,HOU,139,W,139,0.586,0.463,0.783,5,32,37,23,4,5,10,23
22019,1610612745,HOU,0021900419,HOU @ LAC,LAC,117,HOU,122,W,122,0.5,0.378,0.759,10,33,43,23,9,4,18,20
22019,1610612745,HOU,0021900396,HOU vs. SAS,HOU,109,SAS,107,W,109,0.408,0.256,0.667,14,44,58,20,9,6,12,19
22019,1610612745,HOU,0021900386,HOU vs. DET,HOU,107,DET,115,L,107,0.402,0.289,0.667,11,35,46,18,9,8,11,19
22019,1610612745,HOU,0021900371,HOU @ ORL,ORL,107,HOU,130,W,130,0.558,0.564,0.923,7,35,42,21,5,7,9,20
22019,1610612745,HOU,0021900356,HOU @ CLE,CLE,116,HOU,116,W,116,0.494,0.405,1.0,11,25,36,18,10,6,13,14
22019,1610612745,HOU,0021900346,HOU vs. SAC,HOU,118,SAC,119,L,118,0.488,0.34,0.826,11,40,51,25,4,6,19,20
22019,1610612745,HOU,0021900333,HOU vs. PHX,HOU,115,PHX,109,W,115,0.451,0.275,0.733,10,41,51,21,10,7,15,28
22019,1610612745,HOU,0021900318,HOU @ TOR,TOR,109,HOU,119,W,119,0.408,0.4,0.895,20,34,54,29,11,2,22,24
22019,1610612745,HOU,0021900303,HOU @ SAS,SAS,135,HOU,133,L,133,0.378,0.294,0.944,18,42,60,22,11,7,17,30
22019,1610612745,HOU,0021900282,HOU vs. ATL,HOU,158,ATL,158,W,158,0.584,0.49,0.853,13,39,52,30,9,2,15,23
22019,1610612745,HOU,0021900259,HOU vs. MIA,HOU,117,MIA,108,W,117,0.458,0.341,0.788,9,34,43,19,11,2,15,22
22019,1610612745,HOU,0021900235,HOU vs. DAL,HOU,123,DAL,123,L,123,0.459,0.227,0.742,15,39,54,26,5,2,11,26
22019,1610612745,HOU,0021900224,HOU @ LAC,LAC,122,HOU,119,L,119,0.464,0.349,0.684,11,32,43,22,11,2,15,27
22019,1610612745,HOU,0021900211,HOU @ DEN,DEN,95,HOU,95,L,95,0.421,0.316,0.76,9,34,43,19,9,2,20,22
22019,1610612745,HOU,0021900193,HOU vs. POR,HOU,132,POR,108,W,132,0.47,0.378,0.808,17,41,58,24,9,10,16,21
22019,1610612745,HOU,0021900179,HOU @ MIN,MIN,105,HOU,125,W,125,0.457,0.388,0.909,14,28,42,15,7,3,12,18
22019,1610612745,HOU,0021900169,HOU vs. IND,HOU,111,IND,102,W,111,0.404,0.304,0.862,10,34,44,12,11,3,8,23
22019,1610612745,HOU,0021900157,HOU vs. LAC,HOU,102,LAC,93,W,102,0.384,0.333,0.815,9,44,53,12,7,6,10,17
22019,1610612745,HOU,0021900142,HOU @ NOP,NOP,122,HOU,122,W,122,0.518,0.293,0.688,7,40,47,16,9,6,17,22
22019,1610612745,HOU,0021900129,HOU @ CHI,CHI,117,HOU,117,W,117,0.47,0.432,0.714,9,46,55,18,12,7,22,21
22019,1610612745,HOU,0021900107,HOU vs. GSW,HOU,129,GSW,129,W,129,0.495,0.467,0.632,11,39,50,31,7,9,12,20
22019,1610612745,HOU,0021900093,HOU @ MEM,MEM,100,HOU,107,W,107,0.376,0.34,0.69,14,37,51,20,6,5,18,21
22019,1610612745,HOU,0021900086,HOU @ MIA,MIA,129,HOU,100,L,100,0.392,0.292,0.774,4,34,38,19,6,5,22,24
22019,1610612745,HOU,0021900069,HOU @ BKN,BKN,123,HOU,116,L,116,0.414,0.25,0.815,9,31,40,21,13,4,12,21
22019,1610612745,HOU,0021900061,HOU @ WAS,WAS,158,HOU,159,W,159,0.534,0.426,0.788,19,25,44,34,10,5,13,24
22019,1610612745,HOU,0021900045,HOU vs. OKC,HOU,116,OKC,112,W,116,0.433,0.227,0.848,9,31,40,21,6,6,14,24
22019,1610612745,HOU,0021900032,HOU vs. NOP,HOU,126,NOP,126,W,126,0.457,0.289,0.9,9,36,45,27,7,4,19,22
22019,1610612745,HOU,0021900015,HOU vs. MIL,HOU,111,MIL,117,L,111,0.367,0.333,0.744,10,47,57,25,6,6,14,25
12019,1610612745,HOU,0011900076,HOU @ MIA,MIA,133,HOU,144,W,144,0.523,0.449,0.762,14,28,42,22,14,3,19,27
12019,1610612745,HOU,0011900064,HOU vs. SAS,HOU,114,SAS,128,L,114,0.438,0.396,0.682,10,36,46,20,4,2,18,19
12019,1610612745,HOU,0011900030,HOU vs. TOR,HOU,118,TOR,111,W,118,0.388,0.266,0.781,12,40,52,26,12,8,21,27
12019,1610612745,HOU,0011900017,HOU @ TOR,TOR,134,HOU,129,L,129,0.479,0.34,0.655,12,23,35,25,13,10,20,31
12019,1610612745,HOU,0011900002,HOU @ LAC,LAC,96,HOU,109,W,109,0.375,0.229,0.8,12,40,52,21,11,5,20,29
22019,1610612745,HOU,1521900079,HOU vs. DEN,HOU,105,DEN,105,W,105,0.5,0.372,0.846,12,17,29,24,5,2,11,11
22019,1610612745,HOU,1521900062,HOU vs. UTA,HOU,87,UTA,78,W,87,0.432,0.341,0.643,7,23,30,21,12,2,13,14
22019,1610612745,HOU,1521900047,HOU vs. SAC,HOU,94,SAC,92,W,94,0.413,0.415,0.611,10,29,39,17,12,3,16,22
22019,1610612745,HOU,1521900028,HOU @ POR,POR,97,HOU,87,L,87,0.387,0.308,0.85,9,15,24,9,14,4,16,20
22019,1610612745,HOU,1521900017,HOU vs. DAL,HOU,81,DAL,81,L,81,0.377,0.275,0.632,11,22,33,16,8,5,14,22
42019,1610612746,LAC,0041900237,LAC vs. DEN,LAC,89,DEN,89,L,89,0.378,0.257,0.75,12,25,37,21,8,3,10,20
42019,1610612746,LAC,0041900236,LAC @ DEN,DEN,98,LAC,98,L,98,0.41,0.37,0.889,9,28,37,20,10,4,13,22
42019,1610612746,LAC,0041900235,LAC vs. DEN,LAC,105,DEN,105,L,105,0.42,0.381,0.882,10,31,41,22,6,5,9,22
42019,1610612746,LAC,0041900234,LAC @ DEN,DEN,96,LAC,96,W,96,0.418,0.286,0.733,9,32,41,19,7,5,9,26
42019,1610612746,LAC,0041900233,LAC @ DEN,DEN,113,LAC,113,W,113,0.547,0.355,0.769,3,38,41,23,7,4,17,20
42019,1610612746,LAC,0041900232,LAC vs. DEN,LAC,101,DEN,101,L,101,0.409,0.281,0.69,19,33,52,20,9,4,17,17
42019,1610612746,LAC,0041900231,LAC vs. DEN,LAC,120,DEN,120,W,120,0.571,0.417,0.824,9,36,45,23,7,3,14,24
42019,1610612746,LAC,0041900156,LAC @ DAL,DAL,111,LAC,111,W,111,0.484,0.379,0.923,8,44,52,22,8,2,13,21
42019,1610612746,LAC,0041900155,LAC vs. DAL,LAC,154,DAL,154,W,154,0.631,0.629,0.765,8,41,49,28,5,4,15,26
42019,1610612746,LAC,0041900154,LAC @ DAL,DAL,133,LAC,133,L,133,0.464,0.368,0.906,8,33,41,19,7,5,9,23
42019,1610612746,LAC,0041900153,LAC @ DAL,DAL,130,LAC,130,W,130,0.522,0.412,0.815,8,36,44,24,7,4,7,24
42019,1610612746,LAC,0041900152,LAC vs. DAL,LAC,114,DAL,114,L,114,0.44,0.294,0.769,9,38,47,16,4,2,15,29
42019,1610612746,LAC,0041900151,LAC vs. DAL,LAC,118,DAL,118,W,118,0.474,0.342,0.75,11,34,45,18,12,3,11,24
22019,1610612746,LAC,0021901317,LAC vs. OKC,LAC,107,OKC,103,W,107,0.4,0.324,0.692,12,49,61,23,10,2,20,22
22019,1610612746,LAC,0021901307,LAC @ DEN,DEN,124,LAC,124,W,124,0.541,0.378,0.783,6,34,40,29,11,1,7,25
22019,1610612746,LAC,0021901291,LAC vs. BKN,LAC,120,BKN,129,L,120,0.484,0.361,0.85,10,29,39,23,8,2,10,19
22019,1610612746,LAC,0021901280,LAC @ POR,POR,117,LAC,122,W,122,0.494,0.441,0.821,9,36,45,24,5,2,14,22
22019,1610612746,LAC,0021901271,LAC @ DAL,DAL,126,LAC,126,W,126,0.543,0.452,0.8,9,36,45,22,3,3,6,21
22019,1610612746,LAC,0021901258,LAC vs. PHX,LAC,115,PHX,117,L,115,0.494,0.276,0.852,8,40,48,21,2,3,10,16
22019,1610612746,LAC,0021901241,LAC vs. NOP,LAC,126,NOP,126,W,126,0.425,0.532,0.771,8,40,48,23,10,2,10,28
22019,1610612746,LAC,0021901232,LAC @ LAL,LAL,103,LAC,101,L,101,0.432,0.444,0.75,4,32,36,17,6,5,20,30
12019,1610612746,LAC,0011900124,LAC vs. SAC,LAC,102,SAC,106,L,102,0.359,0.275,0.88,8,39,47,21,3,1,10,25
12019,1610612746,LAC,0011900116,LAC @ WAS,WAS,100,LAC,105,W,105,0.47,0.395,0.462,5,42,47,23,7,9,17,28
12019,1610612746,LAC,0011900101,LAC vs. ORL,LAC,99,ORL,90,W,99,0.442,0.39,0.789,10,33,43,21,4,4,11,22
22019,1610612746,LAC,0021900967,LAC @ GSW,GSW,131,LAC,131,W,131,0.5,0.455,1.0,11,36,47,28,5,2,10,19
22019,1610612746,LAC,0021900948,LAC vs. LAL,LAC,103,LAL,112,L,103,0.395,0.226,0.757,15,34,49,12,5,5,15,26
22019,1610612746,LAC,0021900927,LAC @ HOU,HOU,120,LAC,120,W,120,0.464,0.325,0.744,9,48,57,22,5,6,14,25
22019,1610612746,LAC,0021900912,LAC @ OKC,OKC,94,LAC,109,W,109,0.452,0.306,0.846,6,35,41,19,7,1,9,22
22019,1610612746,LAC,0021900897,LAC vs. PHI,LAC,136,PHI,130,W,136,0.592,0.542,0.805,6,31,37,25,6,6,10,17
22019,1610612746,LAC,0021900886,LAC vs. DEN,LAC,132,DEN,132,W,132,0.539,0.462,0.9,11,35,46,35,6,5,10,19
22019,1610612746,LAC,0021900871,LAC @ PHX,PHX,92,LAC,102,W,102,0.44,0.368,0.933,11,35,46,22,11,2,15,22
22019,1610612746,LAC,0021900856,LAC vs. MEM,LAC,124,MEM,97,W,124,0.5,0.432,0.824,11,39,50,33,7,5,12,20
22019,1610612746,LAC,0021900835,LAC vs. SAC,LAC,103,SAC,112,L,103,0.391,0.333,0.862,13,34,47,20,7,3,19,22
22019,1610612746,LAC,0021900818,LAC @ BOS,BOS,133,LAC,133,L,133,0.418,0.314,0.811,14,41,55,19,4,10,15,31
22019,1610612746,LAC,0021900802,LAC @ PHI,PHI,110,LAC,103,L,103,0.444,0.452,0.692,5,37,42,25,2,6,9,19
22019,1610612746,LAC,0021900791,LAC @ CLE,CLE,133,LAC,133,W,133,0.57,0.333,0.75,10,42,52,28,11,6,11,21
22019,1610612746,LAC,0021900782,LAC @ MIN,MIN,142,LAC,115,L,115,0.477,0.346,0.828,8,35,43,24,8,5,15,17
22019,1610612746,LAC,0021900763,LAC vs. MIA,LAC,128,MIA,111,W,128,0.506,0.444,0.737,8,43,51,35,6,5,11,21
22019,1610612746,LAC,0021900750,LAC vs. SAS,LAC,108,SAS,105,W,108,0.464,0.407,0.792,5,46,51,28,3,2,12,18
22019,1610612746,LAC,0021900727,LAC vs. MIN,LAC,118,MIN,106,W,118,0.459,0.353,0.889,12,38,50,20,8,7,13,30
22019,1610612746,LAC,0021900719,LAC vs. SAC,LAC,103,SAC,124,L,103,0.38,0.419,0.8,11,28,39,26,6,6,15,20
22019,1610612746,LAC,0021900689,LAC @ ORL,ORL,97,LAC,112,W,112,0.468,0.433,0.862,12,41,53,20,2,7,17,26
22019,1610612746,LAC,0021900673,LAC @ MIA,MIA,117,LAC,122,W,122,0.457,0.457,0.87,11,37,48,33,5,3,8,21
22019,1610612746,LAC,0021900656,LAC @ ATL,ATL,95,LAC,95,L,95,0.423,0.19,0.641,8,37,45,19,5,8,14,20
22019,1610612746,LAC,0021900653,LAC @ DAL,DAL,110,LAC,110,W,110,0.371,0.316,0.788,20,37,57,19,9,3,10,21
22019,1610612746,LAC,0021900626,LAC @ NOP,NOP,133,LAC,133,W,133,0.495,0.323,0.795,10,26,36,22,12,2,12,29
22019,1610612746,LAC,0021900618,LAC vs. ORL,LAC,122,ORL,95,W,122,0.495,0.438,0.7,10,49,59,29,4,4,9,17
22019,1610612746,LAC,0021900603,LAC vs. CLE,LAC,128,CLE,128,W,128,0.521,0.395,0.714,14,39,53,29,7,8,11,12
22019,1610612746,LAC,0021900589,LAC @ DEN,DEN,104,LAC,104,L,104,0.452,0.242,0.769,10,32,42,21,8,5,14,26
22019,1610612746,LAC,0021900576,LAC vs. GSW,LAC,109,GSW,109,W,109,0.488,0.282,0.727,9,45,54,27,5,7,19,24
22019,1610612746,LAC,0021900534,LAC vs. NYK,LAC,135,NYK,132,W,135,0.542,0.563,0.818,10,32,42,25,4,3,19,27
22019,1610612746,LAC,0021900523,LAC vs. MEM,LAC,114,MEM,140,L,114,0.446,0.233,0.773,14,35,49,20,3,1,13,22
22019,1610612746,LAC,0021900516,LAC vs. DET,LAC,126,DET,112,W,126,0.543,0.393,0.714,11,40,51,29,6,11,15,22
22019,1610612746,LAC,0021900499,LAC @ SAC,SAC,87,LAC,105,W,105,0.409,0.333,0.955,14,37,51,21,9,2,11,17
22019,1610612746,LAC,0021900485,LAC vs. UTA,LAC,107,UTA,120,L,107,0.368,0.3,0.926,16,30,46,22,9,4,7,18
22019,1610612746,LAC,0021900458,LAC @ LAL,LAL,106,LAC,111,W,111,0.459,0.36,0.75,13,37,50,24,6,6,16,17
22019,1610612746,LAC,0021900442,LAC @ OKC,OKC,118,LAC,112,L,112,0.465,0.407,0.875,10,32,42,22,7,2,15,23
22019,1610612746,LAC,0021900436,LAC @ SAS,SAS,109,LAC,134,W,134,0.545,0.333,0.737,13,30,43,32,11,2,11,19
22019,1610612746,LAC,0021900419,LAC vs. HOU,LAC,117,HOU,117,L,117,0.5,0.432,0.789,7,31,38,23,10,7,18,24
22019,1610612746,LAC,0021900406,LAC vs. PHX,LAC,120,PHX,99,W,120,0.506,0.438,0.727,6,38,44,23,14,4,15,15
22019,1610612746,LAC,0021900382,LAC @ CHI,CHI,106,LAC,106,L,106,0.438,0.455,0.722,8,32,40,20,9,4,15,17
22019,1610612746,LAC,0021900377,LAC @ MIN,MIN,117,LAC,124,W,124,0.494,0.44,0.897,8,37,45,16,5,2,19,30
22019,1610612746,LAC,0021900359,LAC @ TOR,TOR,92,LAC,112,W,112,0.442,0.3,0.889,12,38,50,29,8,5,18,21
22019,1610612746,LAC,0021900343,LAC @ IND,IND,99,LAC,110,W,110,0.412,0.313,0.741,11,45,56,19,7,7,10,16
22019,1610612746,LAC,0021900339,LAC @ WAS,WAS,119,LAC,135,W,135,0.521,0.375,0.741,9,36,45,27,8,4,10,26
22019,1610612746,LAC,0021900327,LAC @ MIL,MIL,119,LAC,91,L,91,0.351,0.25,0.895,12,36,48,18,9,4,21,19
22019,1610612746,LAC,0021900305,LAC vs. POR,LAC,117,POR,97,W,117,0.457,0.5,0.56,11,38,49,25,7,3,10,15
22019,1610612746,LAC,0021900292,LAC vs. WAS,LAC,150,WAS,125,W,150,0.553,0.438,0.8,10,42,52,22,8,5,16,25
22019,1610612746,LAC,0021900276,LAC @ SAS,SAS,107,LAC,97,L,97,0.391,0.364,1.0,9,39,48,23,6,5,14,17
22019,1610612746,LAC,0021900260,LAC @ MEM,MEM,119,LAC,121,W,121,0.463,0.341,0.76,13,30,43,30,11,6,15,24
22019,1610612746,LAC,0021900251,LAC @ DAL,DAL,114,LAC,114,W,114,0.423,0.333,0.7,17,39,56,22,12,3,14,27
22019,1610612746,LAC,0021900239,LAC vs. NOP,LAC,134,NOP,134,W,134,0.469,0.372,0.788,16,40,56,27,4,5,6,21
22019,1610612746,LAC,0021900224,LAC vs. HOU,LAC,122,HOU,122,W,122,0.517,0.394,0.792,10,37,47,27,9,4,19,32
22019,1610612746,LAC,0021900212,LAC vs. BOS,LAC,107,BOS,107,W,107,0.419,0.378,0.75,14,39,53,26,12,9,23,18
22019,1610612746,LAC,0021900197,LAC vs. OKC,LAC,90,OKC,88,W,90,0.402,0.278,0.714,13,36,49,23,7,5,17,25
22019,1610612746,LAC,0021900182,LAC vs. ATL,LAC,150,ATL,150,W,150,0.538,0.515,0.943,12,41,53,30,10,12,19,28
22019,1610612746,LAC,0021900164,LAC @ NOP,NOP,127,LAC,127,L,127,0.548,0.458,0.774,6,31,37,28,6,6,16,22
22019,1610612746,LAC,0021900157,LAC @ HOU,HOU,93,LAC,93,L,93,0.388,0.303,0.5,11,42,53,17,3,3,13,21
22019,1610612746,LAC,0021900145,LAC vs. TOR,LAC,98,TOR,88,W,98,0.37,0.222,0.733,20,46,66,25,9,7,19,21
22019,1610612746,LAC,0021900115,LAC vs. POR,LAC,107,POR,101,W,107,0.438,0.174,0.833,13,44,57,20,6,12,17,14
22019,1610612746,LAC,0021900111,LAC vs. MIL,LAC,124,MIL,129,L,124,0.418,0.419,0.806,14,40,54,21,4,3,19,28
22019,1610612746,LAC,0021900090,LAC vs. UTA,LAC,105,UTA,94,W,105,0.391,0.219,0.765,18,36,54,15,7,6,9,25
22019,1610612746,LAC,0021900068,LAC vs. SAS,LAC,103,SAS,97,W,103,0.429,0.192,0.741,11,36,47,16,9,1,11,23
22019,1610612746,LAC,0021900063,LAC @ UTA,UTA,110,LAC,96,L,96,0.476,0.348,0.833,6,30,36,19,3,4,19,22
22019,1610612746,LAC,0021900051,LAC vs. CHA,LAC,111,CHA,96,W,111,0.482,0.364,0.905,9,35,44,23,11,8,21,24
22019,1610612746,LAC,0021900035,LAC @ PHX,PHX,130,LAC,122,L,122,0.46,0.344,0.795,10,31,41,20,8,4,12,32
22019,1610612746,LAC,0021900016,LAC @ GSW,GSW,141,LAC,141,W,141,0.625,0.563,0.767,3,36,39,33,7,5,17,24
22019,1610612746,LAC,0021900002,LAC vs. LAL,LAC,112,LAL,102,W,112,0.519,0.355,0.708,11,34,45,24,8,5,14,25
12019,1610612746,LAC,0011900073,LAC vs. DAL,LAC,87,DAL,87,L,87,0.366,0.242,0.611,7,32,39,21,15,1,15,26
12019,1610612746,LAC,0011900036,LAC vs. DEN,LAC,91,DEN,91,L,91,0.438,0.308,0.565,4,29,33,28,8,3,23,19
12019,1610612746,LAC,0011900002,LAC vs. HOU,LAC,96,HOU,96,L,96,0.384,0.273,0.6,11,38,49,26,5,8,22,35
22019,1610612746,LAC,1521900070,LAC vs. IND,LAC,75,IND,86,L,75,0.429,0.261,0.75,9,29,38,17,5,5,12,19
22019,1610612746,LAC,1521900063,LAC vs. SAC,LAC,83,SAC,80,W,83,0.368,0.357,0.68,5,36,41,15,10,5,15,22
22019,1610612746,LAC,1521900029,LAC vs. MEM,LAC,75,MEM,87,L,75,0.322,0.273,0.556,14,30,44,13,8,3,11,21
22019,1610612746,LAC,1521900016,LAC @ LAL,LAL,87,LAC,93,W,93,0.413,0.333,0.815,13,27,40,22,8,4,12,20
42019,1610612747,LAL,0041900406,LAL @ MIA,MIA,93,LAL,106,W,106,0.483,0.314,0.643,12,34,46,23,5,4,12,22
42019,1610612747,LAL,0041900405,LAL vs. MIA,LAL,108,MIA,111,L,108,0.463,0.368,0.857,12,29,41,21,10,5,15,21
42019,1610612747,LAL,0041900404,LAL @ MIA,MIA,96,LAL,102,W,102,0.443,0.359,0.857,10,32,42,25,5,4,15,14
42019,1610612747,LAL,0041900403,LAL @ MIA,MIA,115,LAL,104,L,104,0.43,0.333,0.759,11,32,43,23,8,2,19,22
42019,1610612747,LAL,0041900402,LAL vs. MIA,LAL,124,MIA,114,W,124,0.505,0.34,0.588,16,28,44,32,6,3,9,26
42019,1610612747,LAL,0041900401,LAL vs. MIA,LAL,116,MIA,98,W,116,0.452,0.395,0.926,9,45,54,26,7,8,12,19
42019,1610612747,LAL,0041900315,LAL vs. DEN,LAL,117,DEN,117,W,117,0.545,0.375,0.828,5,38,43,24,6,8,13,26
42019,1610612747,LAL,0041900314,LAL @ DEN,DEN,114,LAL,114,W,114,0.475,0.333,0.8,12,29,41,23,9,2,9,25
42019,1610612747,LAL,0041900313,LAL @ DEN,DEN,106,LAL,106,L,106,0.518,0.231,0.636,4,21,25,27,11,3,16,26
42019,1610612747,LAL,0041900312,LAL vs. DEN,LAL,105,DEN,105,W,105,0.446,0.361,0.947,13,31,44,23,9,7,23,30
42019,1610612747,LAL,0041900311,LAL vs. DEN,LAL,126,DEN,126,W,126,0.53,0.423,0.73,10,24,34,33,10,6,11,28
42019,1610612747,LAL,0041900225,LAL vs. HOU,LAL,119,HOU,119,W,119,0.527,0.514,0.759,6,44,50,25,5,7,19,24
42019,1610612747,LAL,0041900224,LAL @ HOU,HOU,110,LAL,110,W,110,0.489,0.3,0.938,12,40,52,30,9,4,16,27
42019,1610612747,LAL,0041900223,LAL @ HOU,HOU,112,LAL,112,W,112,0.551,0.333,0.696,9,34,43,25,6,6,13,15
42019,1610612747,LAL,0041900222,LAL vs. HOU,LAL,117,HOU,117,W,117,0.566,0.444,0.611,9,32,41,30,11,5,15,17
42019,1610612747,LAL,0041900221,LAL vs. HOU,LAL,97,HOU,97,L,97,0.422,0.289,0.842,10,31,41,18,8,9,15,20
42019,1610612747,LAL,0041900145,LAL vs. POR,LAL,131,POR,122,W,131,0.545,0.389,0.808,7,34,41,27,11,5,17,20
42019,1610612747,LAL,0041900144,LAL @ POR,POR,115,LAL,135,W,135,0.563,0.436,0.667,12,29,41,29,7,9,14,28
42019,1610612747,LAL,0041900143,LAL @ POR,POR,108,LAL,116,W,116,0.5,0.333,0.651,12,43,55,26,6,8,17,21
42019,1610612747,LAL,0041900142,LAL vs. POR,LAL,111,POR,88,W,111,0.478,0.368,0.9,14,36,50,26,9,3,14,22
42019,1610612747,LAL,0041900141,LAL vs. POR,LAL,93,POR,100,L,93,0.351,0.156,0.645,17,38,55,22,11,4,9,23
22019,1610612747,LAL,0021901310,LAL vs. SAC,LAL,122,SAC,136,L,122,0.49,0.429,0.733,15,32,47,29,6,1,17,18
22019,1610612747,LAL,0021901296,LAL vs. DEN,LAL,124,DEN,124,W,124,0.543,0.483,0.688,14,18,32,28,8,4,10,18
22019,1610612747,LAL,0021901282,LAL @ IND,IND,116,LAL,111,L,111,0.42,0.333,0.737,15,29,44,20,13,6,15,16
22019,1610612747,LAL,0021901273,LAL @ HOU,HOU,97,LAL,97,L,97,0.455,0.105,0.694,12,36,48,18,11,6,24,20
